sample,x,y_orig_r,y_orig_i,y_filt_r,y_filt_i
342,  3.4200, -0.0440,  0.0000, -0.9722,  0.0000
343,  3.4300, -0.1944,  0.0000, -1.0902,  0.0000
344,  3.4400, -0.0997,  0.0000, -0.9633,  0.0000
345,  3.4500,  0.2933,  0.0000, -0.5465,  0.0000
346,  3.4600,  0.8168,  0.0000, -0.0143,  0.0000
347,  3.4700,  1.2405,  0.0000,  0.4034,  0.0000
348,  3.4800,  1.4940,  0.0000,  0.6405,  0.0000
349,  3.4900,  1.6617,  0.0000,  0.7858,  0.0000
350,  3.5000,  1.7798,  0.0000,  0.8777,  0.0000
351,  3.5100,  1.7310,  0.0000,  0.8025,  0.0000
352,  3.5200,  1.3956,  0.0000,  0.4474,  0.0000
353,  3.5300,  0.8513,  0.0000, -0.1022,  0.0000
354,  3.5400,  0.3417,  0.0000, -0.6008,  0.0000
355,  3.5500,  0.0402,  0.0000, -0.8790,  0.0000
356,  3.5600, -0.0828,  0.0000, -0.9729,  0.0000
357,  3.5700, -0.1291,  0.0000, -0.9884,  0.0000
358,  3.5800, -0.0765,  0.0000, -0.9061,  0.0000
359,  3.5900,  0.1990,  0.0000, -0.6068,  0.0000
360,  3.6000,  0.7118,  0.0000, -0.0832,  0.0000
361,  3.6100,  1.2646,  0.0000,  0.4636,  0.0000
362,  3.6200,  1.6139,  0.0000,  0.7932,  0.0000
363,  3.6300,  1.6962,  0.0000,  0.8497,  0.0000
364,  3.6400,  1.6258,  0.0000,  0.7541,  0.0000
365,  3.6500,  1.4867,  0.0000,  0.5938,  0.0000
366,  3.6600,  1.2168,  0.0000,  0.3097,  0.0000
367,  3.6700,  0.7456,  0.0000, -0.1638,  0.0000
368,  3.6800,  0.1843,  0.0000, -0.7114,  0.0000
369,  3.6900, -0.2134,  0.0000, -1.0809,  0.0000
370,  3.7000, -0.2897,  0.0000, -1.1226,  0.0000
371,  3.7100, -0.1164,  0.0000, -0.9172,  0.0000
372,  3.7200,  0.1430,  0.0000, -0.6335,  0.0000
373,  3.7300,  0.4421,  0.0000, -0.3193,  0.0000
374,  3.7400,  0.8472,  0.0000,  0.0893,  0.0000
375,  3.7500,  1.3386,  0.0000,  0.5704,  0.0000
376,  3.7600,  1.7173,  0.0000,  0.9256,  0.0000
377,  3.7700,  1.7705,  0.0000,  0.9493,  0.0000
378,  3.7800,  1.4937,  0.0000,  0.6475,  0.0000
379,  3.7900,  1.0791,  0.0000,  0.2192,  0.0000
380,  3.8000,  0.6901,  0.0000, -0.1706,  0.0000
381,  3.8100,  0.3266,  0.0000, -0.5231,  0.0000
382,  3.8200, -0.0542,  0.0000, -0.8819,  0.0000
383,  3.8300, -0.3552,  0.0000, -1.1509,  0.0000
384,  3.8400, -0.3755,  0.0000, -1.1353,  0.0000
385,  3.8500, -0.0385,  0.0000, -0.7684,  0.0000
386,  3.8600,  0.4908,  0.0000, -0.2235,  0.0000
387,  3.8700,  0.9631,  0.0000,  0.2483,  0.0000
388,  3.8800,  1.2752,  0.0000,  0.5480,  0.0000
389,  3.8900,  1.4821,  0.0000,  0.7347,  0.0000
390,  3.9000,  1.6038,  0.0000,  0.8319,  0.0000
391,  3.9100,  1.5229,  0.0000,  0.7264,  0.0000
392,  3.9200,  1.1315,  0.0000,  0.3186,  0.0000
393,  3.9300,  0.5303,  0.0000, -0.2831,  0.0000
394,  3.9400, -0.0072,  0.0000, -0.8036,  0.0000
395,  3.9500, -0.2799,  0.0000, -1.0472,  0.0000
396,  3.9600, -0.3065,  0.0000, -1.0410,  0.0000
397,  3.9700, -0.2046,  0.0000, -0.9084,  0.0000
398,  3.9800,  0.0094,  0.0000, -0.6697,  0.0000
399,  3.9900,  0.4114,  0.0000, -0.2532,  0.0000
400,  4.0000,  0.9727,  0.0000,  0.3073,  0.0000
401,  4.0100,  1.4677,  0.0000,  0.7851,  0.0000
402,  4.0200,  1.6465,  0.0000,  0.9369,  0.0000
403,  4.0300,  1.4695,  0.0000,  0.7336,  0.0000
404,  4.0400,  1.1066,  0.0000,  0.3537,  0.0000
405,  4.0500,  0.7189,  0.0000, -0.0390,  0.0000
406,  4.0600,  0.3193,  0.0000, -0.4312,  0.0000
407,  4.0700, -0.1147,  0.0000, -0.8452,  0.0000
408,  4.0800, -0.4650,  0.0000, -1.1639,  0.0000
409,  4.0900, -0.5139,  0.0000, -1.1760,  0.0000
410,  4.1000, -0.1767,  0.0000, -0.8077,  0.0000
411,  4.1100,  0.3757,  0.0000, -0.2388,  0.0000
412,  4.1200,  0.8760,  0.0000,  0.2611,  0.0000
413,  4.1300,  1.1984,  0.0000,  0.5704,  0.0000
414,  4.1400,  1.3828,  0.0000,  0.7344,  0.0000
415,  4.1500,  1.4495,  0.0000,  0.7773,  0.0000
416,  4.1600,  1.2954,  0.0000,  0.6015,  0.0000
417,  4.1700,  0.8364,  0.0000,  0.1310,  0.0000
418,  4.1800,  0.1994,  0.0000, -0.5001,  0.0000
419,  4.1900, -0.3199,  0.0000, -0.9960,  0.0000
420,  4.2000, -0.5106,  0.0000, -1.1529,  0.0000
421,  4.2100, -0.4028,  0.0000, -1.0111,  0.0000
422,  4.2200, -0.1475,  0.0000, -0.7285,  0.0000
423,  4.2300,  0.1912,  0.0000, -0.3724,  0.0000
424,  4.2400,  0.6453,  0.0000,  0.0861,  0.0000
425,  4.2500,  1.1598,  0.0000,  0.5900,  0.0000
426,  4.2600,  1.5094,  0.0000,  0.9159,  0.0000
427,  4.2700,  1.4727,  0.0000,  0.8514,  0.0000
428,  4.2800,  1.0622,  0.0000,  0.4210,  0.0000
429,  4.2900,  0.5146,  0.0000, -0.1312,  0.0000
430,  4.3000,  0.0528,  0.0000, -0.5818,  0.0000
431,  4.3100, -0.2745,  0.0000, -0.8860,  0.0000
432,  4.3200, -0.4963,  0.0000, -1.0770,  0.0000
433,  4.3300, -0.5447,  0.0000, -1.0913,  0.0000
434,  4.3400, -0.2820,  0.0000, -0.7989,  0.0000
435,  4.3500,  0.2877,  0.0000, -0.2133,  0.0000
436,  4.3600,  0.9201,  0.0000,  0.4159,  0.0000
437,  4.3700,  1.3101,  0.0000,  0.7870,  0.0000
438,  4.3800,  1.3467,  0.0000,  0.7987,  0.0000
439,  4.3900,  1.1389,  0.0000,  0.5694,  0.0000
440,  4.4000,  0.8158,  0.0000,  0.2337,  0.0000
441,  4.4100,  0.3908,  0.0000, -0.1920,  0.0000
442,  4.4200, -0.1332,  0.0000, -0.7019,  0.0000
443,  4.4300, -0.5981,  0.0000, -1.1379,  0.0000
444,  4.4400, -0.7442,  0.0000, -1.2466,  0.0000
445,  4.4500, -0.4565,  0.0000, -0.9248,  0.0000
446,  4.4600,  0.1007,  0.0000, -0.3476,  0.0000
447,  4.4700,  0.6398,  0.0000,  0.1939,  0.0000
448,  4.4800,  1.0003,  0.0000,  0.5429,  0.0000
449,  4.4900,  1.1921,  0.0000,  0.7150,  0.0000
450,  4.5000,  1.2252,  0.0000,  0.7254,  0.0000
451,  4.5100,  1.0089,  0.0000,  0.4900,  0.0000
452,  4.5200,  0.4871,  0.0000, -0.0389,  0.0000
453,  4.5300, -0.1788,  0.0000, -0.6932,  0.0000
454,  4.5400, -0.6642,  0.0000, -1.1497,  0.0000
455,  4.5500, -0.7481,  0.0000, -1.1968,  0.0000
456,  4.5600, -0.4812,  0.0000, -0.8970,  0.0000
457,  4.5700, -0.0655,  0.0000, -0.4600,  0.0000
458,  4.5800,  0.3710,  0.0000, -0.0160,  0.0000
459,  4.5900,  0.8093,  0.0000,  0.4160,  0.0000
460,  4.6000,  1.1799,  0.0000,  0.7680,  0.0000
461,  4.6100,  1.2863,  0.0000,  0.8490,  0.0000
462,  4.6200,  0.9733,  0.0000,  0.5146,  0.0000
463,  4.6300,  0.3398,  0.0000, -0.1250,  0.0000
464,  4.6400, -0.2946,  0.0000, -0.7457,  0.0000
465,  4.6500, -0.6564,  0.0000, -1.0788,  0.0000
466,  4.6600, -0.7045,  0.0000, -1.0929,  0.0000
467,  4.6700, -0.5412,  0.0000, -0.8983,  0.0000
468,  4.6800, -0.2178,  0.0000, -0.5521,  0.0000
469,  4.6900,  0.2776,  0.0000, -0.0473,  0.0000
470,  4.7000,  0.8520,  0.0000,  0.5197,  0.0000
471,  4.7100,  1.2397,  0.0000,  0.8853,  0.0000
472,  4.7200,  1.1922,  0.0000,  0.8112,  0.0000
473,  4.7300,  0.7233,  0.0000,  0.3244,  0.0000
474,  4.7400,  0.1031,  0.0000, -0.2962,  0.0000
475,  4.7500, -0.3930,  0.0000, -0.7754,  0.0000
476,  4.7600, -0.6738,  0.0000, -1.0280,  0.0000
477,  4.7700, -0.7622,  0.0000, -1.0832,  0.0000
478,  4.7800, -0.6274,  0.0000, -0.9170,  0.0000
479,  4.7900, -0.1988,  0.0000, -0.4666,  0.0000
480,  4.8000,  0.4478,  0.0000,  0.1844,  0.0000
481,  4.8100,  1.0168,  0.0000,  0.7389,  0.0000
482,  4.8200,  1.1946,  0.0000,  0.8911,  0.0000
483,  4.8300,  0.9172,  0.0000,  0.5904,  0.0000
484,  4.8400,  0.3925,  0.0000,  0.0556,  0.0000
485,  4.8500, -0.1304,  0.0000, -0.4609,  0.0000
486,  4.8600, -0.5441,  0.0000, -0.8540,  0.0000
487,  4.8700, -0.8210,  0.0000, -1.1002,  0.0000
488,  4.8800, -0.8645,  0.0000, -1.1090,  0.0000
489,  4.8900, -0.5444,  0.0000, -0.7595,  0.0000
490,  4.9000,  0.0963,  0.0000, -0.1053,  0.0000
491,  4.9100,  0.7581,  0.0000,  0.5495,  0.0000
492,  4.9200,  1.0888,  0.0000,  0.8581,  0.0000
493,  4.9300,  0.9671,  0.0000,  0.7118,  0.0000
494,  4.9400,  0.5469,  0.0000,  0.2761,  0.0000
495,  4.9500,  0.0459,  0.0000, -0.2258,  0.0000
496,  4.9600, -0.4291,  0.0000, -0.6864,  0.0000
497,  4.9700, -0.8223,  0.0000, -1.0523,  0.0000
498,  4.9800, -0.9924,  0.0000, -1.1872,  0.0000
499,  4.9900, -0.7646,  0.0000, -0.9262,  0.0000
500,  5.0000, -0.1523,  0.0000, -0.2947,  0.0000
501,  5.0100,  0.5492,  0.0000,  0.4050,  0.0000
502,  5.0200,  0.9659,  0.0000,  0.8028,  0.0000
503,  5.0300,  0.9401,  0.0000,  0.7526,  0.0000
504,  5.0400,  0.5899,  0.0000,  0.3845,  0.0000
505,  5.0500,  0.1119,  0.0000, -0.0981,  0.0000
506,  5.0600, -0.3881,  0.0000, -0.5873,  0.0000
507,  5.0700, -0.8380,  0.0000, -1.0120,  0.0000
508,  5.0800, -1.0711,  0.0000, -1.2103,  0.0000
509,  5.0900, -0.8885,  0.0000, -0.9930,  0.0000
510,  5.1000, -0.2896,  0.0000, -0.3727,  0.0000
511,  5.1100,  0.4288,  0.0000,  0.3462,  0.0000
512,  5.1200,  0.8788,  0.0000,  0.7785,  0.0000
513,  5.1300,  0.8837,  0.0000,  0.7592,  0.0000
514,  5.1400,  0.5485,  0.0000,  0.4057,  0.0000
515,  5.1500,  0.0680,  0.0000, -0.0799,  0.0000
516,  5.1600, -0.4433,  0.0000, -0.5808,  0.0000
517,  5.1700, -0.9014,  0.0000, -1.0138,  0.0000
518,  5.1800, -1.1314,  0.0000, -1.2089,  0.0000
519,  5.1900, -0.9342,  0.0000, -0.9774,  0.0000
520,  5.2000, -0.3179,  0.0000, -0.3403,  0.0000
521,  5.2100,  0.4078,  0.0000,  0.3846,  0.0000
522,  5.2200,  0.8436,  0.0000,  0.8018,  0.0000
523,  5.2300,  0.8117,  0.0000,  0.7455,  0.0000
524,  5.2400,  0.4298,  0.0000,  0.3465,  0.0000
525,  5.2500, -0.0846,  0.0000, -0.1707,  0.0000
526,  5.2600, -0.5957,  0.0000, -0.6686,  0.0000
527,  5.2700, -1.0115,  0.0000, -1.0572,  0.0000
528,  5.2800, -1.1686,  0.0000, -1.1792,  0.0000
529,  5.2900, -0.8960,  0.0000, -0.8744,  0.0000
530,  5.3000, -0.2352,  0.0000, -0.1967,  0.0000
531,  5.3100,  0.4788,  0.0000,  0.5123,  0.0000
532,  5.3200,  0.8431,  0.0000,  0.8551,  0.0000
533,  5.3300,  0.7021,  0.0000,  0.6899,  0.0000
534,  5.3400,  0.2169,  0.0000,  0.1909,  0.0000
535,  5.3500, -0.3478,  0.0000, -0.3711,  0.0000
536,  5.3600, -0.8269,  0.0000, -0.8312,  0.0000
537,  5.3700, -1.1330,  0.0000, -1.1069,  0.0000
538,  5.3800, -1.1434,  0.0000, -1.0829,  0.0000
539,  5.3900, -0.7476,  0.0000, -0.6597,  0.0000
540,  5.4000, -0.0429,  0.0000,  0.0544,  0.0000
541,  5.4100,  0.6094,  0.0000,  0.6950,  0.0000
542,  5.4200,  0.8235,  0.0000,  0.8843,  0.0000
543,  5.4300,  0.5013,  0.0000,  0.5397,  0.0000
544,  5.4400, -0.1193,  0.0000, -0.0880,  0.0000
545,  5.4500, -0.7098,  0.0000, -0.6666,  0.0000
546,  5.4600, -1.0842,  0.0000, -1.0147,  0.0000
547,  5.4700, -1.1919,  0.0000, -1.0892,  0.0000
548,  5.4800, -0.9911,  0.0000, -0.8579,  0.0000
549,  5.4900, -0.4642,  0.0000, -0.3125,  0.0000
550,  5.5000,  0.2288,  0.0000,  0.3794,  0.0000
551,  5.5100,  0.7229,  0.0000,  0.8540,  0.0000
552,  5.5200,  0.6926,  0.0000,  0.7978,  0.0000
553,  5.5300,  0.1426,  0.0000,  0.2316,  0.0000
554,  5.5400, -0.5870,  0.0000, -0.4938,  0.0000
555,  5.5500, -1.1110,  0.0000, -0.9944,  0.0000
556,  5.5600, -1.2626,  0.0000, -1.1129,  0.0000
557,  5.5700, -1.0821,  0.0000, -0.9008,  0.0000
558,  5.5800, -0.6546,  0.0000, -0.4520,  0.0000
559,  5.5900, -0.0678,  0.0000,  0.1396,  0.0000
560,  5.6000,  0.4827,  0.0000,  0.6773,  0.0000
561,  5.6100,  0.6869,  0.0000,  0.8574,  0.0000
562,  5.6200,  0.3431,  0.0000,  0.4924,  0.0000
563,  5.6300, -0.4033,  0.0000, -0.2577,  0.0000
564,  5.6400, -1.1170,  0.0000, -0.9524,  0.0000
565,  5.6500, -1.4096,  0.0000, -1.2109,  0.0000
566,  5.6600, -1.2094,  0.0000, -0.9764,  0.0000
567,  5.6700, -0.7132,  0.0000, -0.4577,  0.0000
568,  5.6800, -0.1536,  0.0000,  0.1074,  0.0000
569,  5.6900,  0.3124,  0.0000,  0.5629,  0.0000
570,  5.7000,  0.5352,  0.0000,  0.7648,  0.0000
571,  5.7100,  0.3484,  0.0000,  0.5572,  0.0000
572,  5.7200, -0.2703,  0.0000, -0.0691,  0.0000
573,  5.7300, -1.0432,  0.0000, -0.8279,  0.0000
574,  5.7400, -1.5129,  0.0000, -1.2647,  0.0000
575,  5.7500, -1.3941,  0.0000, -1.1087,  0.0000
576,  5.7600, -0.8016,  0.0000, -0.4910,  0.0000
577,  5.7700, -0.1177,  0.0000,  0.1974,  0.0000
578,  5.7800,  0.3278,  0.0000,  0.6299,  0.0000
579,  5.7900,  0.4208,  0.0000,  0.7021,  0.0000
580,  5.8000,  0.1803,  0.0000,  0.4435,  0.0000
581,  5.8100, -0.3419,  0.0000, -0.0843,  0.0000
582,  5.8200, -1.0034,  0.0000, -0.7330,  0.0000
583,  5.8300, -1.4967,  0.0000, -1.1960,  0.0000
584,  5.8400, -1.4878,  0.0000, -1.1502,  0.0000
585,  5.8500, -0.9146,  0.0000, -0.5503,  0.0000
586,  5.8600, -0.1116,  0.0000,  0.2573,  0.0000
587,  5.8700,  0.4288,  0.0000,  0.7815,  0.0000
588,  5.8800,  0.4348,  0.0000,  0.7632,  0.0000
589,  5.8900, -0.0032,  0.0000,  0.3083,  0.0000
590,  5.9000, -0.6094,  0.0000, -0.2980,  0.0000
591,  5.9100, -1.1468,  0.0000, -0.8179,  0.0000
592,  5.9200, -1.4553,  0.0000, -1.0964,  0.0000
593,  5.9300, -1.3906,  0.0000, -0.9987,  0.0000
594,  5.9400, -0.8883,  0.0000, -0.4733,  0.0000
595,  5.9500, -0.1319,  0.0000,  0.2861,  0.0000
596,  5.9600,  0.4451,  0.0000,  0.8452,  0.0000
597,  5.9700,  0.4509,  0.0000,  0.8249,  0.0000
598,  5.9800, -0.1286,  0.0000,  0.2288,  0.0000
599,  5.9900, -0.9115,  0.0000, -0.5491,  0.0000
600,  6.0000, -1.4415,  0.0000, -1.0539,  0.0000
601,  6.0100, -1.5082,  0.0000, -1.0870,  0.0000
602,  6.0200, -1.1784,  0.0000, -0.7286,  0.0000
603,  6.0300, -0.6269,  0.0000, -0.1632,  0.0000
604,  6.0400, -0.0405,  0.0000,  0.4192,  0.0000
605,  6.0500,  0.3448,  0.0000,  0.7856,  0.0000
606,  6.0600,  0.2739,  0.0000,  0.6915,  0.0000
607,  6.0700, -0.3204,  0.0000,  0.0850,  0.0000
608,  6.0800, -1.1438,  0.0000, -0.7283,  0.0000
609,  6.0900, -1.6803,  0.0000, -1.2339,  0.0000
610,  6.1000, -1.5881,  0.0000, -1.1050,  0.0000
611,  6.1100, -0.9689,  0.0000, -0.4612,  0.0000
612,  6.1200, -0.2438,  0.0000,  0.2669,  0.0000
613,  6.1300,  0.1993,  0.0000,  0.6949,  0.0000
614,  6.1400,  0.2185,  0.0000,  0.6923,  0.0000
615,  6.1500, -0.1356,  0.0000,  0.3223,  0.0000
616,  6.1600, -0.7336,  0.0000, -0.2764,  0.0000
617,  6.1700, -1.3608,  0.0000, -0.8854,  0.0000
618,  6.1800, -1.6951,  0.0000, -1.1871,  0.0000
619,  6.1900, -1.4675,  0.0000, -0.9263,  0.0000
620,  6.2000, -0.7348,  0.0000, -0.1763,  0.0000
621,  6.2100,  0.0589,  0.0000,  0.6106,  0.0000
622,  6.2200,  0.3895,  0.0000,  0.9172,  0.0000
623,  6.2300,  0.0675,  0.0000,  0.5718,  0.0000
624,  6.2400, -0.6471,  0.0000, -0.1494,  0.0000
625,  6.2500, -1.3078,  0.0000, -0.7953,  0.0000
626,  6.2600, -1.6107,  0.0000, -1.0690,  0.0000
627,  6.2700, -1.4883,  0.0000, -0.9154,  0.0000
628,  6.2800, -1.0159,  0.0000, -0.4219,  0.0000
629,  6.2900, -0.3617,  0.0000,  0.2352,  0.0000
630,  6.3000,  0.1784,  0.0000,  0.7597,  0.0000
631,  6.3100,  0.2540,  0.0000,  0.8106,  0.0000
632,  6.3200, -0.2760,  0.0000,  0.2638,  0.0000
633,  6.3300, -1.1317,  0.0000, -0.5869,  0.0000
634,  6.3400, -1.7531,  0.0000, -1.1806,  0.0000
635,  6.3500, -1.7329,  0.0000, -1.1241,  0.0000
636,  6.3600, -1.1323,  0.0000, -0.4980,  0.0000
637,  6.3700, -0.3811,  0.0000,  0.2569,  0.0000
638,  6.3800,  0.0899,  0.0000,  0.7127,  0.0000
639,  6.3900,  0.1019,  0.0000,  0.7025,  0.0000
640,  6.4000, -0.2927,  0.0000,  0.2923,  0.0000
641,  6.4100, -0.9244,  0.0000, -0.3387,  0.0000
642,  6.4200, -1.5324,  0.0000, -0.9269,  0.0000
643,  6.4300, -1.7825,  0.0000, -1.1444,  0.0000
644,  6.4400, -1.4452,  0.0000, -0.7769,  0.0000
645,  6.4500, -0.6500,  0.0000,  0.0300,  0.0000
646,  6.4600,  0.0989,  0.0000,  0.7664,  0.0000
647,  6.4700,  0.2766,  0.0000,  0.9176,  0.0000
648,  6.4800, -0.2323,  0.0000,  0.3882,  0.0000
649,  6.4900, -1.0521,  0.0000, -0.4309,  0.0000
650,  6.5000, -1.6494,  0.0000, -1.0056,  0.0000
651,  6.5100, -1.7271,  0.0000, -1.0510,  0.0000
652,  6.5200, -1.3321,  0.0000, -0.6296,  0.0000
653,  6.5300, -0.7042,  0.0000,  0.0081,  0.0000
654,  6.5400, -0.1256,  0.0000,  0.5774,  0.0000
655,  6.5500,  0.1243,  0.0000,  0.8056,  0.0000
656,  6.5600, -0.1519,  0.0000,  0.5088,  0.0000
657,  6.5700, -0.8866,  0.0000, -0.2303,  0.0000
658,  6.5800, -1.6588,  0.0000, -0.9834,  0.0000
659,  6.5900, -1.9281,  0.0000, -1.2181,  0.0000
660,  6.6000, -1.4728,  0.0000, -0.7322,  0.0000
661,  6.6100, -0.6100,  0.0000,  0.1399,  0.0000
662,  6.6200,  0.0542,  0.0000,  0.7895,  0.0000
663,  6.6300,  0.1101,  0.0000,  0.8201,  0.0000
664,  6.6400, -0.3962,  0.0000,  0.2962,  0.0000
665,  6.6500, -1.1025,  0.0000, -0.4083,  0.0000
666,  6.6600, -1.6311,  0.0000, -0.9160,  0.0000
667,  6.6700, -1.7528,  0.0000, -1.0076,  0.0000
668,  6.6800, -1.4040,  0.0000, -0.6329,  0.0000
669,  6.6900, -0.7137,  0.0000,  0.0662,  0.0000
670,  6.7000, -0.0426,  0.0000,  0.7249,  0.0000
671,  6.7100,  0.1519,  0.0000,  0.8939,  0.0000
672,  6.7200, -0.3416,  0.0000,  0.3804,  0.0000
673,  6.7300, -1.2340,  0.0000, -0.5099,  0.0000
674,  6.7400, -1.8965,  0.0000, -1.1464,  0.0000
675,  6.7500, -1.8602,  0.0000, -1.0752,  0.0000
676,  6.7600, -1.1912,  0.0000, -0.3833,  0.0000
677,  6.7700, -0.3922,  0.0000,  0.4152,  0.0000
678,  6.7800,  0.0280,  0.0000,  0.8161,  0.0000
679,  6.7900, -0.1146,  0.0000,  0.6504,  0.0000
680,  6.8000, -0.6746,  0.0000,  0.0789,  0.0000
681,  6.8100, -1.3474,  0.0000, -0.5859,  0.0000
682,  6.8200, -1.7988,  0.0000, -1.0122,  0.0000
